# index, label, _pos
15255,"SCHWARZ, U","array([ 67.63258322, -46.06080542])"
15256,"VOSS, HU","array([ 67.69891573, -45.38717908])"
15257,"WARDINSKI, I","array([ 67.50904035, -45.76218497])"
15258,"KURTHS, J","array([ 68.19042812, -45.32782173])"
15259,"FOLLANA, E","array([ -85.7300446 , -154.99488032])"
15260,"ISHAK, M","array([  20.35805356, -244.80498425])"
15261,"MOURRA, J","array([  19.59403945, -246.46890984])"
15262,"STERN, J","array([  20.66323915, -245.90034296])"
15263,"TAKAHASHI, R","array([ 39.28161484, -40.51543148])"
15264,"FIZIEV, PP","array([246.1686899, -44.330635 ])"
15265,"VOLKOV, G","array([ 22.37828215, -30.76459543])"
15266,"ARMINJON, M","array([ 14.82838924, 166.71836017])"
15267,"HOOGEN, RJVD","array([34.91896737,  3.77260074])"
15268,"CHAICHIAN, M","array([ 134.58667087, -199.07655659])"
15269,"MASOOD, SS","array([ 135.36109359, -200.46746038])"
15270,"MONTONEN, C","array([ 135.99367795, -198.29005497])"
15271,"MARTINEZ, AP","array([ 135.69027795, -199.37447584])"
15272,"ROJAS, HP","array([ 136.73523964, -199.69124118])"
15273,"SMIRNOV, A","array([ 35.0036284 , -38.14321087])"
15274,"WATARI, T","array([ 37.31724002, -46.19154106])"
15275,"BRANCO, GC","array([ 23.3204101 , -18.70791243])"
15276,"REBELO, MN","array([ 22.9571676 , -19.59822788])"
15277,"SRIVASTAVA, AM","array([ 10.63376302, -55.57344109])"
15278,"KHAKSHOURNIA, S","array([106.53527334,  21.64262361])"
15279,"RUPAK, G","array([ 109.80113833, -229.41729455])"
15280,"VARGA, K","array([ -72.25211807, -164.40099182])"
15281,"YAFFE, LG","array([ 11.74228347, -51.44574017])"
15282,"HOWELL, JH","array([ 44.04114501, -21.63949648])"
15283,"TAN, A","array([ 43.61829084, -22.30457984])"
15284,"DUNNE, BC","array([ 66.48850695, -20.30964926])"
15285,"KAWANA, Y","array([179.75968875, 153.56421032])"
15286,"HOLDER, G","array([ 72.0523209 , -20.90210661])"
15287,"P, A","array([67.2326456 , -3.42323671])"
15288,"MISIRIOTIS, A","array([ 86.84650269, -24.8380356 ])"
15289,"SANWAL, D","array([ 52.78870203, -44.07698667])"
15290,"ISERN, CAJ","array([-124.07684101,  -98.32361537])"
15291,"SABBADIN, F","array([ 48.11880016, -35.66251972])"
15292,"GVARAMADZE, VV","array([-118.88269184,   68.1791386 ])"
15293,"NUCCIARELLI, G","array([ 65.88363262, -42.77669316])"
15294,"SIMONE, MD","array([ 89.66705214, -27.09121899])"
15295,"VOURLIDAS, A","array([ 98.66984752, -38.19403024])"
15296,"BAKER, GA","array([ 202.1185955 , -154.12567172])"
15297,"BANIA, TM","array([73.40286798, -2.50312776])"
15298,"LANE, AP","array([73.81489996, -3.03933429])"
15299,"RUMITZ, M","array([74.42702083, -3.48408377])"
15300,"MCCAULEY, TP","array([16.22820664, -8.58160308])"
15301,"REUCROFT, S","array([12.82820743, -6.8268643 ])"
15302,"CHAVANIS, P","array([-135.56847208,  -34.69837289])"
15303,"KUCINSKAS, A","array([ 81.17170792, -24.17469883])"
15304,"HARDCASTLE, LWLMJ","array([-150.53714148,    5.08231605])"
15305,"ZICKGRAF, F","array([ -12.39753177, -210.85485781])"
15306,"PEREZGONZALEZ, PG","array([ 78.66370986, -15.88601781])"
15307,"SABBEY, CN","array([ 52.87596559, -42.03287162])"
15308,"GARCIA, CE","array([ 52.52322299, -42.30277734])"
15309,"RENGSTORF, AW","array([ 52.71535693, -42.66130991])"
15310,"WARREN, GD","array([  37.76592656, -221.43283558])"
15311,"ZHARYKOV, S","array([ 54.12506865, -39.76296708])"
15312,"CAPPI, L","array([ 68.70054214, -31.62285499])"
15313,"GOKHALE, M","array([73.23061576, -4.55407538])"
15314,"MINNICH, R","array([72.5468276, -4.5034894])"
15315,"MARKS, A","array([73.38124871, -5.31255451])"
15316,"DEGOOD, J","array([73.97005531, -4.91183496])"
15317,"MILLER, KA","array([ 45.72987436, -20.18955102])"
15318,"CHATTERJEE, P","array([ 70.15353799, -31.83873662])"
15319,"RITZ, S","array([ 53.39522195, -51.40631947])"
15320,"ARRIGHI, H","array([ 52.90630017, -58.59895446])"
15321,"DIGEL, S","array([ 56.11049038, -57.34674297])"
15322,"ENGOVATOV, D","array([ 52.43144227, -58.95390286])"
15323,"SILVIS, J","array([ 53.29917764, -59.01958518])"
15324,"WELLS, J","array([ 52.52246119, -60.78772493])"
15325,"VIVAS, AK","array([ 44.67212437, -39.99191538])"
15326,"COLLABORATION, TQ","array([ 44.47442854, -38.36994197])"
15327,"CORBIN, MR","array([ 54.73305085, -24.31987749])"
15328,"ONEIL, E","array([ 56.03746689, -24.04127057])"
15329,"EDWARDS, L","array([ 69.09177531, -11.21539129])"
15330,"NAVE, C","array([ 45.40464806, -57.78343129])"
15331,"TERASAWA, M","array([ 29.95888704, -45.83561181])"
15332,"LACHAUME, R","array([ 29.81636643, -32.77615864])"
15333,"PESTALOZZI, MR","array([ 80.72029086, -36.10392179])"
15334,"BENZ, AO","array([ 85.0597189 , -36.34519162])"
15335,"CHRISTENSEN, J","array([ 58.73223404, -28.75286563])"
15336,"DASHEVSKY, I","array([ 58.48949994, -28.59463191])"
15337,"GONNELLA, AM","array([ 58.82667823, -30.33107329])"
15338,"GONZALEZLOPEZLIRA, RA","array([ 58.27034958, -29.68920974])"
15339,"SMITH, TE","array([ 58.54825941, -29.73152019])"
15340,"TIENGO, A","array([ 67.08836941, -45.82328242])"
15341,"CUNNINGHAM, SJ","array([ 66.79772909, -33.81041427])"
15342,"OCONNELL, RD","array([ 51.82028393, -24.33967269])"
15343,"KUJAT, J","array([ 37.7055889 , -10.06013576])"
15344,"SMARTT, SJ","array([ 54.41175798, -23.19731584])"
15345,"NAG, N","array([ 36.78004435, -65.87692037])"
15346,"TAYLOR, AB","array([81.95119372, 27.84861299])"
15347,"CHUDAKOV, AE","array([ 44.94017981, 170.07768465])"
15348,"PETKOV, VB","array([ 43.61032041, 170.32944414])"
15349,"PODDUBNY, VY","array([ 43.36239967, 168.99318486])"
15350,"VOEVODSKY, AV","array([ 44.69832115, 168.74129247])"
15351,"JOERGENS, V","array([ 46.07112978, -42.9984161 ])"
15352,"BAERNBANTNER, O","array([ 41.18712781, -44.49444041])"
15353,"FIEDLER, H","array([ 41.07247405, -45.48952744])"
15354,"MOERTSELL, E","array([ 44.85312574, -24.44543699])"
15355,"SARMA, AP","array([ 82.53374948, -45.03067097])"
15356,"CHATZICHRISTOU, ET","array([256.21795599, -84.57136071])"
15357,"VILLAMARIZ, MR","array([ 32.93388264, -22.21020235])"
15358,"GOTTBRATH, C","array([ 31.75395676, -35.6151705 ])"
15359,"BAILIN, J","array([ 31.24134156, -35.93898542])"
15360,"MEAKIN, C","array([ 39.93675537, -30.82287931])"
15361,"CHARFMAN, JJ","array([ 31.49388626, -35.0747349 ])"
15362,"HIGDON, JC","array([ 58.22992998, -50.76513905])"
15363,"LEVY, A","array([ 57.81938992, -12.88086581])"
15364,"AUCHERE, F","array([-26.35073445, 155.46734542])"
15365,"DEFOREST, CE","array([-25.61763376, 154.04433082])"
15366,"ARTZNER, G","array([-27.2181925 , 154.11184786])"
15367,"FREEDMAN, DL","array([ 41.58290127, -29.66312498])"
15368,"UCHIDA, K","array([ 51.72403902, -24.72226992])"
15369,"BRUYN, JDAGD","array([ 247.19465401, -111.97536081])"
15370,"LOOMIS, K","array([ 47.98250022, -39.20380588])"
15371,"MCMILLAN, R","array([ 48.89473598, -39.93484359])"
15372,"REST, A","array([ 48.11490944, -38.79104433])"
15373,"HECK, D","array([ 56.75802948, -56.05207506])"
15374,"KIM, YS","array([ 60.40407756, -21.01420115])"
15375,"PANCINO, E","array([ 57.18646766, -22.98432442])"
15376,"NORTH, RC","array([ 46.96712079, -42.97918553])"
15377,"KLEBESADEL, R","array([ 58.53333159, -45.360034  ])"
15378,"TERRELL, J","array([ 58.27403873, -45.2968712 ])"
15379,"BARAT, C","array([ 59.14571574, -45.01384464])"
15380,"VOLP, AW","array([ 48.17421335, -27.38185614])"
15381,"SZAPUDI, SCI","array([72.08488033, -8.82421434])"
15382,"JENKINS, ISSCA","array([-148.72868665,  -30.96561298])"
15383,"MATSUMOTO, K","array([ 52.33060773, -49.75258839])"
15384,"TEAM, I","array([ 52.27679984, -37.5672895 ])"
15385,"TEAM, M","array([ 54.1037823 , -38.33242299])"
15386,"INNANEN, K","array([35.97188864, -6.21540866])"
15387,"MIKKOLA, S","array([35.10753683, -7.04869161])"
15388,"ZHAO, HS","array([ 70.85538207, -16.85338878])"
15389,"IKEDA, M","array([51.94715169, 11.32184905])"
15390,"MAEZAWA, H","array([53.24484062, 11.11873171])"
15391,"ITO, T","array([52.30618733, 11.8551648 ])"
15392,"SAITO, G","array([51.97403881, 12.42676458])"
15393,"SEKIMOTO, Y","array([54.0039574 , 12.18083727])"
15394,"ARIKAWA, Y","array([52.75794685, 12.35003738])"
15395,"ASO, Y","array([53.3994591 , 11.98307405])"
15396,"NOGUCHI, T","array([52.88738358, 11.66676357])"
15397,"SHI, S","array([51.62302542, 11.89976109])"
15398,"MIYAZAWA, K","array([53.82944986, 11.49627082])"
15399,"FUJIWARA, H","array([50.13261925,  7.86938393])"
15400,"OHISHI, M","array([53.48401226, 12.59429286])"
15401,"INATANI, J","array([52.570006  , 11.08274886])"
15402,"GOAD, M","array([ 65.29764958, -36.86679749])"
15403,"CHEN, YQ","array([ 21.83678404, -17.17259225])"
15404,"SCHUSTER, WJ","array([ 21.31727268, -16.46271132])"
15405,"ZHAO, G","array([ 20.96725341, -17.34138867])"
15406,"SPLAVER, EM","array([ 64.89795643, -51.59572573])"
15407,"CHOU, LL","array([ 70.783125  , -44.13164272])"
15408,"BRAMEL, DA","array([ 78.82223961, -22.9418594 ])"
15409,"POPE, AC","array([ 78.83101554, -23.46860492])"
15410,"TSCHOEKE, D","array([ 32.4866812 , -18.78197461])"
15411,"HUGHES, J","array([ 16.59693434, -27.42088634])"
15412,"HABIG, A","array([61.76953554, -9.60195032])"
15413,"LETAWSKY, M","array([ 77.54135208, -25.85238212])"
15414,"KIM, RSJ","array([ 65.43387881, -24.0458505 ])"
15415,"SCHLEGEL, MSVD","array([ 63.84676715, -23.6252796 ])"
15416,"MAO, G","array([ 25.09643001, -65.63707728])"
15417,"CHIBA, S","array([ 25.42317139, -64.86401807])"
15418,"MOREL, C","array([ 19.72186629, -29.52321671])"
15419,"PEELE, RHDCAG","array([ -21.57136752, -205.13730833])"
15420,"ARAYAGOCHEZ, RA","array([ 118.71056116, -204.58945055])"
15421,"DARLING, J","array([71.6150474 , -7.74273709])"
15422,"FOLKNER, WM","array([ 89.15017271, -49.0016701 ])"
15423,"BLACKWOOD, GH","array([ 89.13028684, -49.88347334])"
15424,"VERKHODANOVA, NV","array([ 80.56525988, -30.24597446])"
15425,"FRIEDMAN, A","array([ 60.51935533, -37.35597852])"
15426,"HALDERSON, E","array([ 60.54141031, -38.34519594])"
15427,"KING, JY","array([ 61.69466556, -36.93883601])"
15428,"PAPENKOVA, M","array([ 60.34059178, -38.03603327])"
15429,"SHEFLER, T","array([ 60.22261518, -38.35011672])"
15430,"BRUNTHALER, A","array([ 73.71281935, -36.08702507])"
15431,"ZHANG, HW","array([ 21.53777186, -17.94500289])"
15432,"BENONI, T","array([ 21.06791432, -18.6486426 ])"
15433,"HOFMANN, S","array([20.53728227, 20.53452796])"
15434,"KERSCHER, TBM","array([50.01857787, 13.7091076 ])"
15435,"PAPPA, A","array([ 79.63019927, -30.24337314])"
15436,"MATHLIN, GP","array([ 83.78840006, -20.89617657])"
15437,"CHURCHES, DK","array([ 83.89043907, -21.53064912])"
15438,"EDMUNDS, MG","array([ 77.45607808, -23.61107996])"
15439,"BESKIN, ASGM","array([ 34.70159669, -10.46153165])"
15440,"PALOMBA, C","array([200.98066301,  83.90037977])"
15441,"ZHELENKOVA, OP","array([ 81.20424725, -32.72396825])"
15442,"CASSINELLI, J","array([48.69776816, -2.79302924])"
15443,"BJORKMAN, J","array([47.98507823, -3.08424655])"
15444,"LAMERS, H","array([48.50871483, -3.44145435])"
15445,"WEINBERG, N","array([ 52.22071811, -44.20655689])"
15446,"DWARKADAS, V","array([ 70.95294841, -44.55070815])"
15447,"NIKOLIC, H","array([-133.61403636,   49.44770627])"
15448,"KUNSZT, P","array([ 51.26264631, -32.13989085])"
15449,"THAKAR, A","array([ 51.35580098, -31.67852765])"
15450,"SLUTZ, D","array([ 51.5268529, -32.8448437])"
15451,"BABICHEV, E","array([-76.52034772, 140.39822743])"
15452,"DOKUCHAEV, V","array([-76.10351375, 138.84297743])"
15453,"MUENCH, AA","array([ 34.27453923, -33.92504485])"
15454,"ZAGURY, F","array([67.13709702, -9.32209739])"
15455,"PETRIS, MD","array([67.71792546, -8.57734301])"
15456,"CRUSSAIRE, JP","array([68.81050431, -9.17712212])"
15457,"DAMBIER, G","array([67.34093733, -8.92044316])"
15458,"JEGOUDEZ, G","array([68.54305942, -8.8031767 ])"
15459,"LEBLANC, J","array([67.70536065, -9.88583402])"
15460,"LEPELTIER, JP","array([68.77827651, -9.64641621])"
15461,"LERICHE, B","array([67.76764356, -8.93564687])"
15462,"MAINELLA, G","array([67.56880054, -9.34384174])"
15463,"NARBONNE, J","array([68.0641379 , -9.70353023])"
15464,"PONS, R","array([67.34506877, -9.70071756])"
15465,"PUJOL, S","array([68.42671962, -9.81673973])"
15466,"RECOUVREUR, G","array([68.16996822, -8.59642833])"
15467,"SOGLASNOVA, V","array([68.21250542, -9.01420548])"
15468,"VOZZI, B","array([67.98295516, -9.345062  ])"
15469,"DUTRA, CM","array([ 44.46401429, -11.97234485])"
15470,"KAUFER, A","array([ 29.00023709, -22.88430735])"
15471,"WOLF, B","array([ 26.00431772, -18.49530773])"
15472,"STAHL, O","array([ 25.67209705, -17.88004893])"
15473,"LOPES, DF","array([ 25.14717584, -18.39903507])"
15474,"ARAUJO, FXD","array([ 25.37184935, -19.03276684])"
15475,"GIZIS, J","array([ 46.26386609, -33.72673973])"
15476,"HUTCHINGS, J","array([ 54.23222785, -29.09448264])"
15477,"JOSEPH, C","array([ 54.68915683, -28.67121379])"
15478,"HAILEY, C","array([ 61.6356231 , -42.73734938])"
15479,"SKINNER, G","array([ 61.89651457, -42.94228698])"
15480,"WOOSLEY, S","array([ 61.44346993, -43.29223453])"
15481,"DRIMMEL, R","array([ 39.88602502, -39.3185195 ])"
15482,"SMART, RL","array([ 39.06061404, -38.33324262])"
15483,"YAKOVINA, LA","array([ 40.72344017, -39.2680103 ])"
15484,"PORRATA, RA","array([ 56.59782885, -43.74298673])"
15485,"NEMIROFF, R","array([ 56.55439926, -44.20243178])"
15486,"SNIDER, S","array([ 43.58162789, -22.85309476])"
15487,"QU, Y","array([ 42.75205747, -23.4028717 ])"
15488,"BRAVOALFARO, H","array([ 69.68152529, -29.6481098 ])"
15489,"CORDES, MAMJM","array([ 206.79089122, -150.95896594])"
15490,"MCLAUGHLIN, MA","array([ 63.68347013, -59.37333321])"
15491,"ZANOTTI, O","array([  8.09286179, -49.9236502 ])"
15492,"IDA, D","array([ 37.78125547, -46.87290903])"
15493,"ISHIHARA, H","array([ 37.5058655 , -44.76079935])"
15494,"BURTON, B","array([ 88.1275984, -36.2400088])"
15495,"JANIUK, A","array([ 48.16166926, -51.35503946])"
15496,"CARLSTROM, J","array([61.19762662, -7.23071308])"
15497,"HOLZAPFEL, SWL","array([60.59085676, -7.41026803])"
15498,"AL, NME","array([-41.60964582, 149.63337792])"
15499,"TRUJILLO, CA","array([39.9393627 ,  0.06752956])"
15500,"JEWITT, DC","array([39.11439712,  0.17650289])"
15501,"MAY, J","array([ 80.33761096, -17.99566277])"
15502,"ABLES, JG","array([ 77.17588279, -38.76737534])"
15503,"PIHLSTROEM, YM","array([ 77.66954589, -27.08110446])"
15504,"KLIEM, B","array([ 119.51723781, -233.0853046 ])"
15505,"SEEHAFER, N","array([ 119.40761253, -234.64091925])"
15506,"MIRABEL, FI","array([ 87.09977012, -39.35948978])"
15507,"CHATY, AS","array([ 87.67969226, -39.86062787])"
15508,"FURUSAWA, H","array([ 71.79725074, -37.01051145])"
15509,"LEEKS, S","array([71.17641129, -8.16851547])"
15510,"KNEISKE, TM","array([ 67.99210937, -58.0168748 ])"
15511,"SHAKED, S","array([ 56.42201884, -33.24261465])"
15512,"ATKINS, TMCR","array([ 64.58728811, -52.43821486])"
15513,"WATTERS, WA","array([ 45.04354721, -57.2269435 ])"
15514,"MAMPASO, A","array([ 45.66115573, -27.92559481])"
15515,"PERINOTTO, M","array([ 45.8946652 , -27.56390326])"
15516,"SCHWARZ, HE","array([ 45.57311161, -28.26558633])"
15517,"FADY, E","array([ 86.96258227, -21.73045614])"
15518,"MATINEZGONZALEZ, E","array([ 62.13512387, -12.28116545])"
15519,"VIELVA, P","array([ 62.02804947, -11.86176414])"
15520,"ARGUESO, JMDF","array([ 62.40264985, -11.65238419])"
15521,"BROOK, A","array([ 47.40279892, -25.85857378])"
15522,"PRIALNIK, D","array([ 47.39797042, -26.32714102])"
15523,"VASCONCELOS, MJ","array([ 30.68106956, -32.78315728])"
15524,"GEORGOBIANI, D","array([ 26.84627733, -23.14550827])"
15525,"NIGAM, R","array([ 27.2890124 , -22.70578432])"
15526,"DUNCAN, R","array([ 59.14545058, -42.0482382 ])"
15527,"BIANCO, CL","array([ 67.11705297, -42.38826094])"
15528,"LAZZAROTTO, F","array([ 66.2237487 , -42.63933024])"
15529,"MATTEI, A","array([ 67.5704805 , -41.09456197])"
15530,"VENTURA, G","array([ 67.13380442, -40.576647  ])"
15531,"PERUZZI, A","array([  9.35894142, -30.24204458])"
15532,"DHENDECOURT, L","array([44.96189697, -6.51211971])"
15533,"WINN, J","array([ 81.17078076, -33.3139706 ])"
15534,"GUENTHER, E","array([ 53.37303186, -28.22595157])"
15535,"HUELAMO, N","array([ 52.83833692, -27.14368183])"
15536,"KRUCKER, S","array([ 94.50741717, -37.94048584])"
15537,"MESSMER, P","array([ 93.77469161, -38.41482997])"
15538,"TREMONTI, CA","array([ 53.1522313 , -21.53700212])"
15539,"GUZIK, J","array([61.62891714, -6.41034173])"
15540,"COLE, D","array([ 58.65734801, -44.12218778])"
15541,"KOYAMA, H","array([ -83.86160334, -148.3721299 ])"
15542,"INUTSUKA, S","array([ -82.48316818, -147.65082435])"
15543,"APUNEVYCH, S","array([57.77665932, -5.73047059])"
15544,"PREETHI, PB","array([ 89.14395809, -62.74700778])"
15545,"KUMAR, B","array([ 11.57795395, -18.7733872 ])"
15546,"MARSCHER, JGAP","array([ -79.68664419, -176.12416824])"
15547,"NAKAJIMA, T","array([ 78.5779019 , -46.05067201])"
15548,"MOTOHARA, K","array([ 73.69289416, -44.72883147])"
15549,"TAGUCHI, T","array([ 73.5783629 , -44.37204553])"
15550,"HATA, R","array([ 75.3076939 , -44.25986403])"
15551,"YAMASHITA, T","array([ 78.7817867 , -45.48370739])"
15552,"MARRESE, P","array([ 39.94059503, -16.52545277])"
15553,"ILYANOK, AM","array([213.78884037, 100.97964509])"
15554,"PINDOR, B","array([ 44.46269114, -15.68084285])"
15555,"LALAKULICH, O","array([ 89.28926977, -58.41975573])"
15556,"WERF, PVD","array([ 69.49754286, -21.15301278])"
15557,"KAUTS, V","array([ 78.10417432, -50.35531735])"
15558,"JAIN, R","array([ 11.49962789, -19.66841487])"
15559,"VATS, HO","array([ 10.38132418, -19.61576993])"
15560,"OBSERVATORY, MRDUS","array([ 10.86634807, -20.3310903 ])"
15561,"LABORATORY, PR","array([ 10.63191835, -18.76339156])"
15562,"SCHMIDT, W","array([ 45.63436703, -13.91138737])"
15563,"KRELOWSKI, J","array([40.82371743, -2.72267042])"
15564,"JAMROSZCZAK, J","array([41.42920562, -2.24778554])"
15565,"MOMANY, Y","array([ 47.11854839, -12.16804367])"
15566,"FRISCH, U","array([ 214.18660801, -121.98303609])"
15567,"BEC, J","array([ 213.98018073, -123.58136996])"
15568,"VILLONE, B","array([ 215.4679535 , -122.98136267])"
15569,"VOL, URPIJG","array([ 80.04685298, -17.2817944 ])"
15570,"JORJADZE, G","array([ -36.17799775, -208.1545985 ])"
15571,"PIECHOCKI, W","array([ -37.12361028, -206.88622744])"
15572,"VALLISNERI, M","array([-131.74959826,   14.8145678 ])"
15573,"SINGH, P","array([ 17.35504725, -18.17938014])"
15574,"SHAPIRO, DMS","array([153.7440008 , 119.57687912])"
15575,"JOHN, MV","array([  87.09845972, -208.99537614])"
15576,"JOSEPH, KB","array([  86.39506383, -210.4077124 ])"
15577,"MONGAN, TR","array([ 138.46927955, -213.329657  ])"
15578,"GRUPPUSO, A","array([44.29981235,  4.93406641])"
15579,"FABER, JA","array([ 46.11981708, -57.7691956 ])"
15580,"CARVALHO, CS","array([54.7631541 ,  6.39909688])"
15581,"XING, Z","array([257.70011462,  32.60820624])"
15582,"CARLOS, BD","array([37.24136091, -4.84028333])"
15583,"BUETTNER, DJ","array([245.19842935, -30.57844343])"
15584,"BASSETT, B","array([29.70115367, -7.05460421])"
15585,"MOHAPATRA, R","array([ 20.45719346, -24.0631937 ])"
15586,"ALEXANDER, SHS","array([-145.35370338,  -73.1978313 ])"
15587,"LIOLIOS, TE","array([257.51617705,  -6.50307007])"
15588,"SCHULZE, HJ","array([ 32.05585352, -69.53781799])"
15589,"GAILITIS, A","array([268.60292522, -74.81015805])"
15590,"LIELAUSIS, O","array([267.5784629 , -74.30909477])"
15591,"DEMENTEV, S","array([268.59659329, -73.80891288])"
15592,"PLATACIS, E","array([266.89114481, -75.20560439])"
15593,"CIFERSONS, A","array([267.83059787, -73.23132129])"
